b4


646	0.00141521
647	0.02590238
648	0.11651178
649	0.39088616
650	0.74959342
651	0.94485805
652	0.98011173
653	0.99406309
654	1.00000000
655	0.99545475
656	0.99052772
657	0.97733476
658	0.94055988
659	0.87894956
660	0.81629384
661	0.77345952
662	0.75448766
663	0.75991531
664	0.78263430
665	0.81016890
666	0.83612975
667	0.86125424
668	0.88609106
669	0.91138767
670	0.93405146
671	0.95042063
672	0.95925730
673	0.96039555
674	0.95913395
675	0.95809013
676	0.95527459
677	0.94376465
678	0.89490799
679	0.74426308
680	0.47677700
681	0.22960399
682	0.08009118
683	0.02617076
684	0.00415242

